案例,URL,關鍵字,標籤
臺灣臺北地方法院 99 年度建字第 131 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c131%2c20110314%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+131+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺北地方法院 99 年度建字第 142 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c142%2c20111230%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+142+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺北地方法院 99 年度建字第 149 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c149%2c20110628%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+149+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 淹水",
臺灣臺北地方法院 99 年度建字第 150 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c150%2c20110111%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+150+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地貌",
臺灣臺北地方法院 99 年度建字第 157 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c157%2c20121228%2c7&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+157+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,淹水,
臺灣臺北地方法院 99 年度建字第 17 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c17%2c20100715%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+17+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 地質",
臺灣臺北地方法院 99 年度建字第 176 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c176%2c20120409%2c4&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+176+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣臺北地方法院 99 年度建字第 19 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c19%2c20101110%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+19+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺北地方法院 99 年度建字第 195 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c195%2c20110307%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+195+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣臺北地方法院 99 年度建字第 21 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c21%2c20121228%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+21+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺北地方法院 99 年度建字第 215 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c215%2c20110826%2c4&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+215+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺北地方法院 99 年度建字第 222 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c222%2c20101229%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+222+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"洪水, 豪雨, 地震",
臺灣臺北地方法院 99 年度建字第 258 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c258%2c20120405%2c4&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+258+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地貌",
臺灣臺北地方法院 99 年度建字第 284 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c284%2c20110504%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+284+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"淹水, 地質, 風災, 風災, 颱風, 豪雨",
臺灣臺北地方法院 99 年度建字第 286 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c286%2c20121115%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+286+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地形",
臺灣臺北地方法院 99 年度建字第 321 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c321%2c20110218%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+321+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 豪雨",
臺灣臺北地方法院 99 年度建字第 323 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c323%2c20110825%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+323+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"水災, 地質, 風災, 風災, 颱風, 豪雨",
臺灣臺北地方法院 99 年度建字第 357 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c357%2c20111130%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+357+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣臺北地方法院 99 年度建字第 36 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c36%2c20121217%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+36+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺北地方法院 99 年度建字第 376 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c376%2c20150409%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+376+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺北地方法院 99 年度建字第 40 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c40%2c20130429%2c4&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+40+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺北地方法院 99 年度建字第 55 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c55%2c20130828%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+55+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 淹水",
臺灣臺北地方法院 99 年度建字第 95 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e5%bb%ba%2c95%2c20110310%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+95+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣臺北地方法院 99 年度訴字第 137 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c99%2c%e8%a8%b4%2c137%2c20101208%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+137+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣臺南地方法院 100 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c100%2c%e5%bb%ba%2c16%2c20150127%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣臺南地方法院 100 年度建字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c100%2c%e5%bb%ba%2c3%2c20110620%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 水災, 豪雨, 地震",
臺灣臺南地方法院 101 年度建字第 31 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c101%2c%e5%bb%ba%2c31%2c20140620%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+31+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 水災, 豪雨, 地震",
臺灣臺南地方法院 101 年度重訴字第 148 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c101%2c%e9%87%8d%e8%a8%b4%2c148%2c20150731%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+148+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 風災, 風災, 颱風, 地形",
臺灣臺南地方法院 103 年度重訴字第 68 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c103%2c%e9%87%8d%e8%a8%b4%2c68%2c20150331%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+68+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 地形",
臺灣臺南地方法院 104 年度重訴字第 101 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c104%2c%e9%87%8d%e8%a8%b4%2c101%2c20160509%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+101+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣臺南地方法院 104 年度重訴字第 195 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c104%2c%e9%87%8d%e8%a8%b4%2c195%2c20161230%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+195+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 豪雨, 地質, 地形",
臺灣臺南地方法院 106 年度重訴字第 240 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e9%87%8d%e8%a8%b4%2c240%2c20190611%2c2&tablename=TNDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2106%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac240%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"洪水, 地震, 豪雨, 颱風, 颱風, 天氣",
臺灣臺南地方法院 107 年度建字第 18 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%2c18%2c20190419%2c1&tablename=TNDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac18%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,天氣,
臺灣臺南地方法院 107 年度建字第 35 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=107%2c%e5%bb%ba%2c35%2c20190523%2c1&tablename=TNDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2107%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac35%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
臺灣臺南地方法院 108 年度建字第 24 號民事判決,https://judgment.judicial.gov.tw/FILES/TNDV/108%2c%e5%bb%ba%2c24%2c20220408%2c1.pdf,"颱風, 豪雨, 地震",
臺灣臺南地方法院 109 年度建字第 70 號民事判決,https://judgment.judicial.gov.tw/FILES/TNDV/109%2c%e5%bb%ba%2c70%2c20211125%2c1.pdf,地形,
臺灣臺南地方法院 91 年度訴字第 1832 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c91%2c%e8%a8%b4%2c1832%2c20031117%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+1832+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位, 地貌, 地形",
臺灣臺南地方法院 91 年度重訴字第 475 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c91%2c%e9%87%8d%e8%a8%b4%2c475%2c20020918%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+475+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺南地方法院 93 年度訴字第 1607 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c93%2c%e8%a8%b4%2c1607%2c20121226%2c5&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+1607+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺南地方法院 93 年度訴字第 557 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c93%2c%e8%a8%b4%2c557%2c20060307%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e8%a8%b4%e5%ad%97%e7%ac%ac+557+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺南地方法院 93 年度重訴字第 188 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c93%2c%e9%87%8d%e8%a8%b4%2c188%2c20091127%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+188+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位, 豪雨",
臺灣臺南地方法院 93 年度重訴更字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c93%2c%e9%87%8d%e8%a8%b4%e6%9b%b4%2c3%2c20060324%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+93+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e6%9b%b4%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地震, 洪水, 水災, 豪雨, 淹水, 風災, 風災, 天氣",
臺灣臺南地方法院 94 年度建字第 45 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c94%2c%e5%bb%ba%2c45%2c20080306%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+94+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+45+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地震",
臺灣臺南地方法院 95 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c95%2c%e5%bb%ba%2c16%2c20091016%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+95+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣臺南地方法院 95 年度重訴字第 15 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c95%2c%e9%87%8d%e8%a8%b4%2c15%2c20070530%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+95+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+15+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺南地方法院 96 年度建字第 12 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c96%2c%e5%bb%ba%2c12%2c20081224%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+12+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,豪雨,
臺灣臺南地方法院 96 年度建字第 6 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c96%2c%e5%bb%ba%2c6%2c20071023%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+6+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺南地方法院 97 年度建字第 22 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c97%2c%e5%bb%ba%2c22%2c20090827%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+22+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺南地方法院 97 年度建字第 24 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TNDV%2c97%2c%e5%bb%ba%2c24%2c20081001%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8d%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+24+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
